cluster_count	module_count	weighted_neighborhood_consistency	weighted_hypothetical_ratio	weighted_structural_membrane_vote_fraction	weighted_context_sensitive_label_fraction	mean_family_recurrence	iteration
339	61455	0.9023187698315841	0.4774550484094049	0.13837496270984184	0.2861095420187439	10.091445427728614	0
339	61455	0.9026442112114555	0.47847476473300266	0.13882515661866418	0.2853130629845302	10.067846607669617	1
339	61455	0.902969652591327	0.47807881105415867	0.13894448512461705	0.28570626590885334	10.03244837758112	2
339	61455	0.9023675860385648	0.4773275838689556	0.13881973259566635	0.2862608722603844	9.941002949852507	3
339	61455	0.902400130176552	0.4781791554796188	0.138749220296694	0.2855665973166586	10.08259587020649	4
339	61455	0.9025465787974941	0.4782740758820815	0.13890651696363202	0.28564551685127737	9.882005899705014	5
339	61455	0.9027581156944106	0.4770645187535597	0.1389363490901204	0.28621748007640135	10.00589970501475	6
339	61455	0.9020421446586934	0.4778482900767502	0.13881159656116926	0.28534041555764783	9.929203539823009	7
339	61455	0.9024652184525263	0.4777181135248014	0.13848344316979924	0.2864005408525789	9.96755162241888	8
339	61455	0.9018468798307705	0.47721910340899837	0.13940823909093397	0.28591183638047196	9.932153392330383	9
339	61455	0.9020909608656741	0.4784340845605183	0.13860005966425293	0.2855817845810521	10.00589970501475	10
339	61455	0.9020746887966805	0.47813305128413763	0.1382936023648741	0.28511043698253846	9.867256637168142	11
339	61455	0.9023350419005777	0.4792883681826807	0.137805440295067	0.28434537853869085	10.0	12
339	61455	0.9012448132780083	0.47854527703197497	0.13769695983510977	0.28481889574640357	10.035398230088495	13
339	61455	0.9024652184525263	0.47785913812274533	0.1385051392617906	0.2849469026891532	9.908554572271386	14
339	61455	0.9031649174192499	0.4787351178369	0.13838581075583772	0.285876580230986	9.941002949852507	15
339	61455	0.9026767553494427	0.4785398530089766	0.13878447644618008	0.28640840568592607	10.017699115044248	16
339	61455	0.9022048653486291	0.47781032191576495	0.13892550104412474	0.285772710190577	10.079646017699115	17
339	61455	0.9020746887966805	0.47832289208906253	0.1387790524231822	0.2870009801984419	10.106194690265486	18
339	61455	0.9025953950044748	0.47825237979009033	0.13887668483714366	0.2852547159942817	9.914454277286136	19
339	61455	0.9019933284517127	0.47769099340981214	0.1388522767336535	0.2849382242523565	10.100294985250738	20
339	61455	0.9023187698315841	0.4775716649038591	0.13856209150326834	0.2860458097485191	9.970501474926253	21
339	61455	0.9023187698315841	0.47787269818024014	0.13885227673365336	0.28612418688083835	10.00589970501475	22
339	61455	0.9029045643153527	0.4779377864562144	0.13836953868684407	0.2862833819558252	10.0	23
339	61455	0.9026767553494427	0.47799202668619295	0.1392346703550022	0.2860911390835724	9.926253687315635	24
339	61455	0.902286225693597	0.47751742467388075	0.13864345184823593	0.2857507428974358	10.023598820058996	25
339	61455	0.9027906598323977	0.4787541019173921	0.13864345184823593	0.28458380309246795	10.023598820058996	26
339	61455	0.9022048653486291	0.4775011526048872	0.1387573563311909	0.285805796730864	9.926253687315635	27
339	61455	0.9024652184525263	0.4779567705367071	0.1391099178260517	0.2852777680920225	9.988200589970502	28
339	61455	0.9025791229354813	0.478642909445936	0.13869769207821447	0.28484249024644476	9.976401179941004	29
339	61455	0.9023513139695712	0.4774360643289126	0.1389363490901202	0.28557310614425574	10.044247787610619	30
339	61455	0.9022211374176227	0.4767472134081852	0.13927263851598756	0.2857469848243584	9.905604719764012	31
339	61455	0.9017167032788219	0.47842866053751987	0.1387980365036748	0.2860157064208813	9.91740412979351	32
339	61455	0.9017167032788219	0.4780842350771566	0.1380061291459877	0.2853306523162516	10.08259587020649	33
339	61455	0.9022211374176227	0.4785045968594908	0.1380142651804842	0.2851348450860289	9.91740412979351	34
